text,toxic
"   agora ta na rua
quem chamou o inpe de mentiroso nao foi o presidenteforam os dados via satelites da nasa e os proprios criterios fajutos do orgão que colocava alertas de desmatamentos em regiões permitidas como desmatamento geral",0.0
 aqui no brasil também tem muitos perseguidos especialmente os que vão de encontro ao sistema de morteque o senhor proteja seus profetas e lhes fortaleça a fé,0.0
 grossa do caralho vai falar alemão la na casa do cacete,1.0
 vão ficar cara a cara com moro e a justiça,0.0
chega mais ,0.0
 isso é alguma piada do 7x1 que eu perdi,0.0
preciso de uma equipa para ir assaltar o banco da suécia e negociarmos o rocky tal como em lá casa de papelnão tou a aceitar isto ,0.0
"nessa balada pelo social na teoria e pelo magnata na prática o estado forte torra a maior parte do que o país produz
",0.0
"venho aqui dizer com orgulho que acompanho essa saga a quatro anos e sempre quis ter um cabelo igual da mal saber dançar igual o carlos me maquiar igual a ivie e jogar como o jay
 ",0.0
"fórum dos governadores da amazônia legalavante

",0.0
  dizer que todos os políticos são corruptos é o mesmo que dizer que todos os favelados são traficantes que todas as mulheres são putas que todos os homens são homofóbicos etca política em si é lindaser político é algo memorávelser mau caráter é o problema,0.0
tudo que importa na minha vida,0.0
"orgulho de fazer parte dessa família 

 ",0.0
desnecessário vou é nos dois e nem fico zuando,0.0
a gente tem que excluir essa ideia de que o amor tudo suportaporque não é bem assim o amor passa sim por momentos difíceis mas não é obrigado a aceitar menosnão é obrigado a somente se machucar se ferir,0.0
vocês ae falando que o futebol brasileiro agora possui o melhor lateraldireito do mundo mas é óbvio né o léo moura ainda ta em atividade,0.0
  perigosíssimo no momento em que se pressiona o senado para que faça andar os pedidos de impeachment contra ministro do supremo esses canalhas togados querem guardar mensagens privadas que pode ser usadas para chantagear senadoresalô   até quando,1.0
"faz umas três semanas que preciso limpar a casaviajei durante duas e olha cá eu em casa fazendo nada e criando coragem para tala poeira já faz parte do meu âmago

obs eu não sei o que é âmago mas dá um tom intenso à frase ",0.0
"bolsonaro precisa tomar o stf e moralizar esta suprema corte indecente corrupta covarde e sem moralconcordam 
",1.0
lembram dela ela pode ir pra fazenda 11 e eu já quero   sheyla ficou conhecida internacionalmente após ter mais de 5 litros de silicone em cada seio e ter os maiores seios do mundosheyla é sincera e tem personalidade forteseria demais ela na farm ,1.0
  vai lavar essa bunda maconheiro,1.0
"  o ministro terraplanista não está nem um pouco preocupado com a reputação delemas o que será que os colegas dele da  pensam disto

",0.0
kkkklkl véi não da alguém para,0.0
 rafinha além de ter mais habilidade está em melhores companhia,0.0
p vir reclamar da desgraça do menino eu sirvo aí na hr q ele faz isso n servem nem p me chamar,0.0
mano quero morrer mas não quero que segunda chegue kakakkakakaka,0.0
algum conterrâneo brasileiro e morador de áreas com alto risco de incêndio em portugal por aí quero conversar com vocês para uma notícia sobre a situação no momentodms abertas obrigada ),0.0
os detalhes a serem trabalhados antes do acordo ser fechado estão relacionados aos direitos de imagem e alguns detalhes técnicos como as taxas de câmbio e o fato de o united ter acabado de fechar com maguire[,0.0
 celso de melo acusou o golpe ontem,0.0
esse um dos cover q mais amo na moral ,0.0
 man eu acho que desses 4 vc me lembra mais a carol,0.0
 hola eu sou o hacker ,0.0
 eu me sinto muito estranha com conhecidos do lado porque eu sou emocionada jahah hj eu vou até levar uns lencinhos pq vai que,0.0
"o homem livre se envolve com livros 
curte o ócio vive de arte
e não é a de fazer mulheres chorar só de alegria",0.0
ela capitã marvel e doutor estranho acabariam com ele porém tem que deixar o capitão américa e o homem de ferro seres os protagonistas óbvio né kkkkk ,0.0
"fluxouuuu

open bar pra elas 

chama na dm pra colocar nome na lista do open ",1.0
venda de fotos e vídeos exclusivos ainda disponível interessados chamar 11 984690977 ,0.0
 o país está infestado de boçais e trogloditas lamentável o ocorrido,1.0
melhor thread que já fiz,0.0
 sabe dizer até quando to viajando e longe do pc/,0.0
 siim sinto falta éramos os melhores,0.0
 eu faço isso toda hora meu pai do céu vou fazer mais obrigada pela dica amor,0.0
"blz

essa piada foi boa",0.0
professora de português é surtada dms já chegou hj dando visto minha filha já passei de ano,1.0
“messi é unico não veremos outro fazer o que ele fazele tem seu próprio estilo não acredito na possibilidade de alguém mais conseguir se tornar esse tipo de jogadoré um jogador de playstationaproveitem enquanto podem porque é um jogador precioso”— ibrahimovic em 2016 ,0.0
uma hora sou eu eu confio,0.0
disney • hoje é o lançamento do último filme da trilogia descendentestambém é o último filme feito pelo ator cameron boyce que agora brilha no céu,0.0
não tem nada que meus olhos enxergam que não lembram meu coração de você,0.0
claro q se a foto tiver merda eu tenho q dar uma ajeitada,0.0
"lacradora anti bolsonaro 
hahahahahhahah tinha que seerrr meu deus amo",1.0
eu acho desnecessário essas pessoas que fazem unf spree só vou silenciar as pessoas que não quer e prontopra mim isso é desculpa só pro fc ficar com mais cara de famosinho palhaçada,0.0
"ngm eh perfeito mas se vc

protege os animais
recicla o lixo
cumprimenta o porteiro
passa desodorante
bebe muita agua

ja ta no caminho certo",0.0
"usam terno;
batem recorde de audiência;
são perseguidos pelo sistema;
as pessoas madrugam assistindo;
os fãs deixam de transar pra assistir;
tem uma turma que tá sempre com ele;
tem murilo na turma",1.0
tô apaixonada em editar fotos tô desde cedo nessan tenho mais fotos p editar kkkkk,0.0
trabalhei passando mal p caralho tnc,1.0
é muito mais fácil falar que eu estou bem do que explicar os diversos motivos que estão me fazendo mal,0.0
 que a pf vai te pegarespero que jornalista inclusive aqueles que tem tetas de cadela sejam enjaulados também,1.0
 parabéns deus abençoe,0.0
ainda bem que consegui comprar essa prr de remédio,0.0
quando eu tô beijando e lembro que o pottker pode voltar a jogar no sábado ,0.0
" dia 10 de agosto tem aloha 

0800 mulher( até 18 hrs )
5 homem( até 18 hrs ) 

top djs 
dj denilson do chapadão 
dj juninho da vintém 
dj 2g 
dj biel do furduncinho 
dj jotacê do salgueiro 
tops djs 

local piscina do bangu 

 ",1.0
o josh já teve cabelo longo — já tem algumas fotos dele de cabelo longo inclusive saudades,0.0
 claro que não netflix não tem investido em nada bom ultimamenteo catálogo tá bem raso e repetitivoamazon prime tu acha tudo,0.0
"—jikook au ¡ like me

onde heejin tem total certeza que o melhor amigo de seu irmão gosta dela e ela acha estar sentindo o mesmo por isso iria se declarar

ou

onde jimin e jungkook estavam transando e se surpreendem com a chegada repentina de heejin
 ",1.0
 sim eu to falando da bella mesmo ela tem essa cara sempre,0.0
nao vai ter eu passando no vestibular esse ano ,0.0
 tu tu kkkkkk ia ser legal na real kk,0.0
mano eu tô chorando de rir pqpkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkķkkkkk,0.0
não é por mal mas já vi pelo menos 20 vezes esse vídeo isso é adoço ou quêfaack  ,1.0
vontade de chorar,0.0
gente que não marca de ir numa festa e sim de ficar na frente do estabelecimento onde a festa vai ocorrer,0.0
botei na minha cabeça que nao tenho que ficar cobrando nada de ngm por mais que dê raiva a própria pessoa deve se por no lugar dela e ter consciência do que fazse ela mesmo nao se importa pq vc vai,0.0
esse tipo de musica realça muito a voz da jiwoo parece que foi feita pra ela ,0.0
alguma vez eu pensei q fosse namorar com o simples rapaz q eu via todos os dias ao entrar no autocarro sempre que olho pra ti alguma coisa me dá vida és o meu homem irei cuidar de ti para sempre entregueite o meu coração e sei que nada disso foi em vão amote ,0.0
  olha as irmãs mais lindas ,0.0
"povo de araguaína na sexta no twitter “a q não sei oq batuque tá ruim de mais mt gente nunca mais vou lá”

quintafeira da semana seguinte “aí não to fazendo nada msm acho que vou batucar” “tu vai perder u batuque” “hoje é dia de batuque quem vamos”",0.0
cara que ódio da emanuelle que ódio mano,1.0
deve ser muito estranho transar com camisinha néon a gente lá no ato e olha pro meninão ele lá brilhando mais que a ariana grande,1.0
mds eu so faço merda quero voltar pra barriga da mae e tentar fzr td certo pq pqp mds,0.0
tem umas coisas q eu já fiz e hoje olho q não tinha necessidade alguma de fazer kkkkkkkkkkk caralho ki lisho,0.0
  toma na cara aí fdp,1.0
juro que não compreendo as pessoas que estão no telemóvel e não respondemtipo eu respondo a toda a gente igual não vou responder mais rápido a uns e mais rápido a outroseu desde que esteja com o telemóvel sou rápido a responder e não porque quero tentar algo com essa pessoa,0.0
com certeza ele pode ,0.0
"mano do céu o que tá acontecendo
",0.0
o corinthians se classificou pras quartas de final da sulamericana e do nada brotou palmeirenses desmerecendo a competiçãoos mesmos torcedores que choram até hoje por um paulistinha em 2018a rivalzada está mais confiante no título do corinthians do que eu,0.0
ver jogo da seleçao feminima de volei brasileira me deixa genuinamente feliz,0.0
 dd traiu o brasilele é um criminoso de lesapátriaa força tarefa lava jato não era contra a “corrupssaum” era um projeto para quebrar e vender o nosso patrimônioretirar direitos trabalhistas e destruir a previdênciañ conseguiriam sem o golpe na dilma e a prisão do lula,1.0
 esta é a minha vidae quero que você saiba que sou feliz e triste ao mesmo tempo e ainda estou tentando entender como posso ser assim,0.0
mas só existem dois vídeos,0.0
 falta prender a bambi,1.0
 tô falando,0.0
  nil vai ter no google podcast pra ouvir em 2° plano,0.0
“não consegui ver nada de comprometedor na conduta do ministro sergio moro” ,0.0
"feliz dia internacional da cerveja

 

 em the guedes ",0.0
kkkkkkkkkkkkk deus me livre ffc,0.0
ihhh povo chato do crl reclamando de vácuo manda kkk e quer que eu responda oq aaa num fode não,1.0
10 mandamentos seguindo o certo você vive bem ,0.0
foda,1.0
 ai olha tras comida pra mim pfv,1.0
   bema especialista em mentiras é você então porquê pergunta,1.0
mano isso e desesperador mano não é possivel que tenha alguem tão ssm coração assivelho,0.0
vou organizar um picnic open baro ingresso será dois copos d'água e uma fruta,0.0
  deve ta pouco arrependido de não ir pra roma,0.0
 devia ter desejado a morte deledesculpa tô puta,1.0
meus amigos me oferecendo comida quando tô de dieta,0.0
 mas se vc some eu vou sentir falta,0.0
"como chamar a sua mina

( ) oi amor
( ) oi bebe
(x) mano",0.0
 paris com certeza,0.0
  ajuda aío que pode ser feito,0.0
 ué mas esse refrigerante não é do rj,1.0
ta faltando algo a mais em mim  acho que é as tatuagens que eu nao fiz ainda,0.0
"os melhores vilões ever passando na sua tl
 ",0.0
hj é o dia internacional da cerveja e eu acho essa data importante q meu aniversário e me sinto na obrigação de comemoral…,0.0
nunca mais faço nada aqui eu só queria dormir,0.0
 sim eu simplesmente parei de ver do nada,0.0
  oh imbecil é só você assistir ao vídeo e verá que ele o  nosso presidente está sendo ovacionado pelo povo de vitória da conquista e lembrando que o covarde do rui costa não mandou a pm fazer a segurança,1.0
a foia não serve nem pra limpar o c,0.0
"os melhores de sempre em portugal 

ciclismo joaquim agostinho
atletismo carlos lopes 
hóquei antônio livramento
futebol cristiano ronaldo 

denominador comum 
sporting clube de portugal 

e é isto o que lhes custa a engolir ",0.0
só role saudável,0.0
vou gravar isso ,0.0
"diretor do inpe será exonerado após críticas do governo a dados de desmate

",0.0
eet para ganhar seguidores siga quem retweetou e siga de volta quem te seguiu ,0.0
 varginha,0.0
quando tocam nesse assunto da lesão da sofya ela fica triste e isso é tão visivel ela tenta não chorar na nossa frente tenta não nos deixar preocupados mas eu acho q ela ta cm muito medo e eu só queria abraçar dizer que vai ficar tudo bem,0.0
" alerta de sorteio relâmpago 
o são paulo anunciou a contratação de daniel alveso craque vestirá a 10 do tricolor paulistapensando nisso o  traz mais uma super promoção camisas do spfc com personalização daniel alves/nº10 saindo gratuitamente ",0.0
morte aos brancos,1.0
os comentarista me chamam de clayson glau mo ódio de vdd ,0.0
se vc n faz parte do fandom n conviveu cm a gente não sai faland merdase deixando se levar por mentirasqual é o problema de entender q nng ameaçou nng aqui vão tudo se lascar ,1.0
 vamos avisar pra folha que presidente vai ao banheiro come faz cocô fedido e outras cocitas másfolha vai procurar o que fazer só tem palhaços nesse meio jornalístico,1.0
"pelo amor de deus homem você é maravilhoso entenda isso de uma vez caralho tomanocu homem lindo da porra inferno
to triste",1.0
a mãe tá enchendo o saco com essa onda de querer genro como se fosse fácil arrumar um namorado,0.0
ltante,0.0
cadê cm nessa lista dartins,0.0
o dia tinha tudo pra ser perfeito agora vou ficar sofrendo pensando nas consequências dissoquase 3 mil reais de multao funeral vai ficar mais barato,0.0
amo os dois nékkk mas to falando do doce agr,0.0
ia estudar mas meu computador tá mto lento vou ter que deixar p outro dia hehehe,0.0
  nao acredito que voce esta se doendo por uma garota estranha e alheia mano qual a pira,1.0
meus pais viajaram fin de e nada p fazer em casa,0.0
 todos os bandidos corruptos estão desesperados tentam de todas as formas acabar com a única operação que conseguiu prender esse tipo de bandido colarinho brancoe chega de impunidade para bandidos,0.0
 kd o hélio bolsonaro,0.0
vontade de explodir de raiva mano sinceramente,0.0
é grande eh,0.0
aonde todo mundo já tirou foto naquela escada menos eu,0.0
 vai ser preso já já kkkkkkk,0.0
cr meu sonho mas eu nao consigo de jeito nenhum ,0.0
 vamo fazer um desse,0.0
"  na a fazenda 11 é uma ótima participante já mostrou que não vai pra reality show pra dormirbastante polêmica merece estar no elenco desse ano
 
 ",1.0
"mejor segundo delantero de cada país

joão félix
juan feliz
juain felitz
jong de felix
jøer felixen
giano felixini
jean feloi
joe happy
mohammed alfelix",0.0
to tristinha que hoje não tem erea e mandei msg pra crush e ela não respondeu nunca foi tão difícil ser xu,0.0
ainda bem q minha mãe vai pra varginha amanhã e vai comprar outra lente pra mim pq a minha fui olhar agora e ta rasgada ,0.0
boa agora sou eu que não consigo parar de pensar naquela merda,1.0
me matem de uma vez porraaaaa ahhahaha eu toda quando vi a foto kkkkk ,0.0
"se sentir culpada ou medo por coisas q n tem culpa n é normal isso n é amizade é castigo
",0.0
mano o guizao versão do zap ,0.0
todos os dias é uma luta diária entre a minha saúde mental a insegurança por culpa do meu nariz saber que é só ter um dinheiro pra pagar a minha felicidade recuperar o meu autoestima e mesmo assim eu não terdifícilnão consigo nem descrever como ficaria realizada se fizesse,0.0
"se você comeria a buceta dessa coroa da rt

siga  ",1.0
 perfeito,0.0
não sei qual e a graça que esse cara tem nmrl msm ,0.0
"estados unidos desplegará el buque usns comfort a colombia el próximo 18 de agosto

 ",0.0
 hj tem vaza jato,0.0
vsf como todo mundo simplesmente todo mundo consegue ser bonito e eu não ,0.0
migaaaaaa essa tua vergonha vai passar no débito ou no crédito pq n estou bem feio mais ta horriveeelll kk,0.0
é número 1 no mundo e não adianta chorar,0.0
  provou né seu tonto kkkkk,0.0
desesperada atrás de um local pra fazer o chá domingo,0.0
tenha uma chefa q te mande figurinhas do lula fazendo coração com as mãos,0.0
boca fechada pros planos darem certo ,0.0
  kkkkkkkkk é um pior que o out,0.0
eu ia até xingar mas eu tenho o daniel alves no meu time discutir pra que ,0.0
meu filho ,0.0
só um cartão sem limites para eu comprar uns mimos,0.0
to jogando mais lol que o normal deve ser por isso q minha vida n tá indo pra frente,0.0
"minha blogueira da roça merece muito mais
paulinha na fab",0.0
 não ainda temos que descobrir quem manda no stf,0.0
"   
 ofensas difíceis demais para serem entendidas a vissitude de seus argumentos é um ultraje poderia ser mais celére e pragmático suas falas são cheias de subterfúgios deveria perscrutar mais antes de falarvc é apenas um pernóstico obtuso",0.0
 queria eu ter tido essa ideia colocar viyoungk nossa não kkkkkkkkkkkkkk,0.0
seu perfil foi visto por 2 pessoas na última hora ,0.0
  espião da nsa ,0.0
"   perguntei porque o medo 
se não entender vou desenhar da próxima vez",0.0
  as coisas já esteve melhor pro juíz,0.0
sai pra lá eu emeu gosto do casal mas essa mina ai fica pra botar o chifre no cara umas 737282722728 com o amigo dele no começo,1.0
"quem eu quero nao me quer
quem me quer não vou querer
ninguem vai sofrer sozinho
todo mundo vai sofrerrrr",0.0
se não e capaz de mante uma amizade sincera com alguém nem chegar e muito ruim tu se apega acostuma com as pessoas e elas simplesmente sumir como se você não fosse nada,0.0
"chega um momento que parece estranho digitar por extenso os números

parece que ta tudo errado ",0.0
sextafeira abençoada vim pra corta o cabelo no salão com o  sexta dessa a tarde e não tem ninguém já cheguei cortando não pode ser azar ,0.0
vocês já pararam para pensar que as pessoas tem outras qualidades além da beleza,0.0
pqp meu coração ainda acelera toda vez que chega msg diabo msm,0.0
não entendo pq deixei acontecer mas isso me apavora ,0.0
tenho até pena quando cair a ficha dessa mina coitada,1.0
a musa do veneno tereza cristina conhecida também como ministra da agricultura liberou mais 51 agrotóxicosdesde que iniciou o governo bolsonaro já foram liberados 262 venenosé recorde nos últimos dez anos,1.0
vou no centro comprar umas coisas que eu não seja assaltado hj amém,0.0
já disse que te amo hoje não porra eu te amo,0.0
vou correr c as coisas aqui e vou pra minha avó vou tomar café c minha chatonilda hj,0.0
   respeito a opinião de todosmônica é assim mesmo às vezes a gente não sabe onde está a verdadenem todas as informações prestadas por jornalistas são verdadeirasporque você está desconfiando do seu colega do o antagonista,0.0
 aproveite por mim estagiário hoje fica até às 23h na labuta ,0.0
cheguei num estágio da vida que não espero mais o pagamento espero a data do fechamento do cartão de crédito,0.0
   cabeças vão rolar,0.0
a menina neeeem confiança kakakkakakakakakakakaka,0.0
se seu cachorro fica suave pros seus macacos darem banho nele vc é privilegiado sim ,0.0
a garena é uma fodida né manota colocando tudo q era raro de volta kkkkk bgl é só recarregar e vou ficar sem fazer isso por um bom tempo,1.0
"e lá se foram 30 anos
três décadas sem seu luiz como faz falta e como tenho alegria de ter convivido e entrevistado elehoje é dia de saudade e homenagemviva o maior de todos ",0.0
 cadê os limites ,0.0
machismo é um vírus do qual por hereditariedade o homem vira hospedeiro mentalmuitos manifestam sintomas e existe quem desenvolva a doença total a qual para a mulher pode ser letalé preciso combater esse mal o que requer rigor mas sem necessariamente destruir o vetor,0.0
o único defeito dessas fotos é que provavelmente para uma boa parte das pessoas os índios vão sair como vilões,0.0
teve uma vez que cheguei atrasada e tive que sentar na fileira atrás das minhas migas daí o menino sem noção cochichou e depois falou pro amigo dele é esse mina ai olhando pra mim,0.0
mais um fim de semana e mais mentiras q terei q inventar p n ver nenhum macho ,0.0
tem umas coisa que nao da pra entender kk,0.0
"minha orelha parece q repudia o uso de brincos n é possível
é eu colocar e ela ficar inflamada
q ódio
só pq eu amava meus usar nos meus 3 furos em uma e 5 em outra afff",0.0
 oxe se não enfrentarmos e encararmos a vida como de fato ela é viveremos com medose apegar sim depender dessa pessoa para tudo não,0.0
pessoal acabamos de resgatar essa pequena enquanto estávamos indo p/ o abrigoela estava correndo entre os carros c/uma patinha levantada e mancandoachamos que havia fratura mas foi só um susto iremos castrar vacinar e em 10 dias estará pronta para adoçãop médio zn/sp,0.0
a gente tá acostumado a ver o design a semiótica e a psicologia de grupo ser aplicada pros interesses do capitalmas a ciência não é ruim seu uso errado que é,0.0
  agora entendi a fala de bolsonaro,0.0
 não perco um teu humor é muito leve e natural a gnt fica viciado hahahaha,0.0
não dá mais para mim eu to desistindo de tudo de exatamente tudo,0.0
 essa tag está sempre atual ,0.0
 i ficou bonito,0.0
 os mesmos que se fazem de vítimas hoje não mediram não medem e não irão medir esforços para verem no poder seus aliados e cúmpliceso tempo fará suas máscaras caíremdepois dirão que foi enganados mais uma vezquem se faz de moderado na defesa da vdd é aliado da mentira,0.0
tamo nas quartas de final é us guri ,0.0
 e tão a dizer q o bruno vem depois de domingo,0.0
a maior ilusão coletiva do twitter ,0.0
colorado acha q o futebol nasceu em em 2006 para ficar aí mimimi popo po o grêmio n tem mundial ,0.0
 aqui perto campo grandelonge da sua realidade ,0.0
 cala a sua boca você não sabe de nada,1.0
o casamento da bella e do edward é um dos mais lindos que o cinema já viu e nada mais importa além da minha opinião ,0.0
 pior que eu não,0.0
sextinha do lado das melhores do mundo hoje ,0.0
"eu tô sempre com o celular na mão se tu me chamou é eu não te respondi é pq eu não gosto de ti poha não enche o saco de ain tu só dá vácuo eu do vácuo em ti o merda não é difícil de entender

 si fude",1.0
mulher e foda diz ninguém mim quer 70 mensagem no zap face instagram snap tt vai entender,1.0
 pelo jeito está rolando uma competição dentro do governo pra descobrir quem é o ministro mais canalha,0.0
  se for os milhões de beijos,0.0
qnd ce falou que queria foder eu nao achei que era com a minha vida porra kkkk,1.0
 senhor me manda um príncipe porque a minha vida está cheia de sapos,0.0
 lixo ,0.0
onegro é tão diferenciado que não fica de frescura em reconhecer e parabenizar grande contratação de outros timescontratações como rafinha filipe luís e daniel alves devem ser “festejadas” por todos por elevarem e muito o nível do tão criticado futebol brasileiro,0.0
quando éramos crianças chorávamos bem alto para chamar a atençãohoje choramos bem baixinho para não ter que explicar a r…,0.0
 ah tá tem que ser mais diplomata com alguns jornalistas e personalidades que utilizam a sandália do individualismo egoísmo e antinacionalismoo presidente realmente não é diplomata ,0.0
 esse  é um queima rosca desgraçado hahahahaha recalcada e invejosa jornalista de taubaté rs,1.0
"eu mano pqp que aula chata 
menino que senta na minha frente ok mexe no celular aí que eu te cubro gatinha 

kkkkkk eu amo esse piaaa",0.0
e o pior é que no caso desse vídeo eu tinha uma ex q conseguia ter medo até de mosquito e ja fez cena ate pior q essa se eu tivesse gravado seria um relacionamento fake tb ne (esse vídeo a brunna e lud n eram assumidas) aiai,0.0
 índios retardados que não falam nada com nada bando de amebas,1.0
mano qual é a necessidade de uma terceira temporada de 13 reasons why namoral,0.0
75 dias pra fazer um aninho com a yuqi e 19 pra 100 dias com o soobin o tempo passa tao rápido eu vo chorar,0.0
   você sabe se existe diferença entre um relatório financeiro do coaf e um inquérito policial parece que não,0.0
é acabou ,0.0
"já tô fazendo sucesso nesse governovou levar até o pessoal do outro ladomoro cita apoio de juízes evangélicos à portaria 666

obrigado  tamojunto",0.0
 então você ta falando dos filmes pq eu entendi q vc tava falando dos livros,0.0
meu casal fav passando na sua tl,0.0
fica quietinha chorando hj,0.0
tô tão feliz que consegui comprar roupa,0.0
"o mlk é abusadoahahaha
vai ficar coisa linda eu que não vou perder ",0.0
 parabéns queridão e força pq não tá fácil hein,0.0
qual teu maior medo — perder quem eu amo e ficar sozinha ,0.0
ele tá muito fraquinho fizeram alguns exames e ele tá com sarna avançada quase não tem mais pelo e anemia profundaele só aguenta comer sachê e as vezes nem comeeu preciso muito de ajuda com os custos ele ta muito doente (,0.0
main vocal main rapper dancer produtor compositor jogador de futebol visual engraçado gentil poliglota metade brasileiro cho seungyoun,0.0
  mi mi da mãefazer igual zagallo vcs vão ter que engolir quatro depois mais quatro por que o próximo é o sergio moro mais quatro de moro e assim sucessivamente dalton e bretas o ladrão preso aindana papuda,0.0
 não acredito que está comparando lula e dilma com bolsonaro nunca vi tanta imundície tbm de onde vc veio é de se esperar,1.0
"amada
nossa o tt tinha q banir uma coisa dessa ",0.0
eu só quero sair desse hospital,0.0
"   a maior autoridade no tema que temos no brasil não pode ser demitido
só pq a esquerda não quer ou existe lei que proíbe me conta",0.0
"se não gosta morde as costas
habib és ",0.0
hoje eu tô sem paciência pra internet misericórdia eu vou sair xingando muita gente de burra e irresponsável,1.0
 ah sim agora entendiem qual cidade está,0.0
só resta responder é fico de consciência meio q tranquila,0.0
"gente se eu não visse não acreditaria
o que é isso ",0.0
 dead by daylight 482h brawlhalla 119h terraria 132h overwatch não sei mas tenho bastante e lol muitas horas muita mesmo çç,0.0
mano pprt preciso parar de me estressar n tenho paciência p mais nda mano q isso ,0.0
   nossa que farofa pra dar informaçãomedo ou receio que chama,0.0
nunca perdem a piada,0.0
eu comprei uma camiseta de friends e acho q nunca estive tao feliz,0.0
bolsonaro quer privatizar água e esgotoonde isso foi feito deu errado as contas ficaram mais caras e sem melhoria dos serviçostanto que diversos países estão em processo de reestatização dos serviços de saneamento a exemplo da frança e alemanha,0.0
 nao era nao amigoa dificuldades impostas era por causa do cade,0.0
n aguento mais vc falar dessa malu pqp — o deus pq tanta chatisse ,1.0
o amor da minha vida é a coisa mais linda mesmo toda concentrada e ainda por cima descalça ai kkkkkkk,0.0
  por favor não há ninguém hj que vai pedir explicações para esses senhores q se acham deuses da verdade absoluta,0.0
 tem que tirar essa merda que circula nas escolas mais carentes esse pessoal da esquerda são covardes ,1.0
quem foi a maior contratação do futebol brasileiro ,0.0
 se a madame disse sim quem sou eu pra dizer não hoje tem,0.0
 mano eu só lembro de ti com esse vídeo ,0.0
"eu sinceramente amo minha amizade com a tatiele a gente se caga rindo de coisas idiotas temos piadas internas conversamos sobre coisas sérias e de quebra somos mãe uma da outra

te amo desgraça ",0.0
namoral desisto desse celular,0.0
 a tristeza é nao ter grana pra substituir quando ele cai no chão,0.0
olha que moreninha gata ,0.0
não aprendemos nada a cultura negra nas escolas e muitas crianças negras não sabem da sua ancestralidadea história negra não se resume só em escravidão,0.0
" exatamente também não reclamo porque ele é muito bom mas como ele é popularzin desde o começo qualquer coisa que ele fizesse (msm que fosse ruim) o povo ia lamber o pé dele kkkk assim como qualquer outro q fosse popular lá 

não é a toa que como você falou final de populares",0.0
  pq tipo se comparar cr7 com neymar (que é o melhor na sua lista) neymar vai levar vantagem no 1x1 e talvez no passe em todo o resto o cr7 ganha cabeceio cobrança de faltas de penalti chute chute com o pé fraco domínio de bola poder de decisão da nem pra comparar,0.0
acabou de publicar uma foto em park güell ,0.0
porra quase vendi meu celular pra ir pro ritual da luuli kakkakak,0.0
parece os fut do araça ,0.0
essas alianças são as coisas mais lindas ,0.0
ceará tem as maiores pérolas do brasil e eu tenho como provar,0.0
 sim mas certeza que eles vao lançar mais um daqui uns anos,0.0
extrema imprensa só fala merda o povinho da língua de jararaca ,1.0
é meme mesmo deus me livre ,0.0
eu colocava um clone em casa mesa e eu sentava na da sandra e lana pq neh,0.0
alguma dama para me fazer um carinho hj ,0.0
eu simplesmente amo esse homem com tudo de mimele se tornou alguém tão especial na minha vida que eu não posso passar um dia sem falar dele sem ouvir ele e sem sentir a intensidade que ele me proporciona com esse amor tão incríveleu sou inteiramente dependente dele,0.0
talvez uma das coisas mais mal escritas já feita pqp é muito ruim como q alguém tem saco pra ver tanta gente burra numa série q tem uma estrutura narrativa de novela,1.0
"a galera tem q entender q ficar militando na net n muda nada
o mundo ta uma merda
a tendencia eh piorar
atura ou surta ",0.0
"essa é a democracia e liberdade que a  e seu presidente  pregam

     

 ",0.0
"é por essas e outras que eu vou processar a hbo

aquele momento do final de “game of thrones” envolvendo o trono de ferro foi um acidente via ",0.0
 ele me passou o numero dele dps vamos sair geral,0.0
e eu que fui pegar o ônibus e emmily começa a gritar sophya tesuda mano o ônibus lotado velho,1.0
o nosso único problema é o fato dele n me compreender e pior de eu esperar demais em questao a algumas coisas,0.0
 pô irmão fica bem aí ,0.0
quem aprovou essa palhaçada do google enfiar anúncio disfarçado de resultado de pesquisa é o corno mais corno de todo o vale do silício e eu espero que esse chifre cresça pra caralho até entrar no cu dele pra ele morrer empalado não apenas pelo chifre mas também pela humilhação,1.0
"eu olho pra mariah ela olha pra mim e só diz não vou fazer
se isso não é telepatia dr gêmeas eu não sei o é",0.0
é grande gajo e joga pesado vai ter futuro que tenha cabeça e vai dar,0.0
 nós tem a mesma idade louca,0.0
queria estar nesse episódio da grande família que a marilda vai num grupo de apoio que chama mulheres que amam errado,0.0
 tem de acabar com todos os comunistas mentirosos infiltrados no nosso governoe vc molon não passa de um vagabundocanalhaparasitacomunista inimigo do brasil,1.0
" siiiiiiimmmmm
arrumar a casa é terapia",0.0
  putz sofia terei que te deserdar a gente precisa pegar 7 nl de 64h dá pra pegar um por semestre que a gente ainda termina eles antes do último ano ent não tem necessidade de pesar a grade assim não,0.0
muito orgulhosa de mim mesma almoçando comida todos os dias,0.0
se você tivesse a oportunidade de conquistar a sua liberdade financeira investindo pouco em algo que vai transformar a sua vida o que faria,0.0
"conexão não é de pelemistério inexplicável
entranhame e se revele

tu me estranha móvel
à minha íris fita
braços estendidos fica

",0.0
começou a bendita cólica,0.0
careca mais fofo ,0.0
o nhéee no final tudo ,0.0
momentos perigosos que minha cabeça fica ah mas pra td isso qual sentido quero só desistir,0.0
